IDJwb,IDPSJ,Cosim-Unigram,Cosim-Bigram,TypeTokenRatio,WordCountRatio,labela,label
102,2,0.1435729103064372,0.025787346343178825,0.9285714285714286,0.8411308951190849,E,1
103,2,0.09808246909712627,0.01890464878415233,0.8333333333333334,0.10500058502026478,E,1
104,2,0.30378400262119376,0.18057416379139826,0.7368421052631579,0.02734678679618289,B,4
105,2,0.296031884835572,0.1186876726039829,0.896551724137931,0.12957046939970593,B,4
106,2,0.09101965803297014,0.015521917174001476,0.75,0.010731212465450798,E,1
107,2,0.1606669796323828,0.04239827722441249,0.8888888888888888,0.6713474534827301,D,2
108,2,0.10502059216317325,0.018753247684165263,0.9,0.5592441973847929,D,2
109,2,0.11305035343550801,0.020401019307713663,1.0,0.7668262196984543,D,2
110,2,0.3611523040735541,0.1250231881493771,0.8181818181818182,0.05431326613264064,D,2
111,2,0.13920974431516162,0.07175944364269334,0.6857142857142857,0.034445195666211154,E,1
112,2,0.09894529984889795,0.04696312880790436,0.6444444444444445,0.0032876613859340125,B,4
113,2,0.10214922014812505,0.01634511803370172,0.7631578947368421,0.017164152757520028,E,1
114,2,0.0613425702574571,0.012756760149830687,0.74,0.0010019928621431392,E,1
115,2,0.1573015817922726,0.014616846862624556,0.825,0.010731212465450798,E,1
116,2,0.1242025797155362,0.0,0.7872340425531915,0.002044661670809488,E,1
117,2,0.17675682350470565,0.03331194477650516,0.5949367088607594,1.0060036927900476e-06,E,1
118,2,0.25774335789098535,0.1537506265989252,0.8260869565217391,0.0025929028933368656,B,4
119,2,0.16339666685315982,0.014736339367058414,0.7407407407407407,0.19332136980230863,D,2
120,2,0.0981088774001313,0.0,0.8846153846153846,0.23317378030154554,E,1
121,2,0.11115055921324588,0.01507265417469794,0.9,0.10500058502026478,B,4
122,2,0.12320428940904816,0.01064159808238565,0.6901408450704225,6.758100740815336e-06,E,1
123,2,0.08232225796137901,0.011994953109272491,0.8103448275862069,0.00014928204785946299,E,1
124,2,0.19493503681618302,0.023455968707248444,0.775,0.010731212465450798,B,4
125,2,0.13356426525177623,0.03549648516620691,0.8,0.27840624539964376,E,1
126,2,0.09849264576184821,0.016499209842143987,0.9583333333333334,0.3286525465172701,E,1
127,2,0.3657812024996765,0.16291183282266603,0.8095238095238095,0.0066928509242848554,A,5
128,2,0.2051744960981372,0.07898147003990942,0.6410256410256411,0.013576916943744353,A,5
129,2,0.6386098050525462,0.14415820757210926,0.8787878787878788,0.06792256314142835,B,4
130,2,0.33496396533108597,0.19446499940131057,0.84375,0.06792256314142835,B,4
131,2,0.20865771060837468,0.06672600325140157,0.6491228070175439,0.00018940594382518572,B,4
132,2,0.34545185911896276,0.19172514730121476,0.7837837837837838,0.021678363260693726,B,4
133,2,0.07859210792781632,0.021508069138107946,0.86,0.0010019928621431392,E,1
134,2,0.0998891272561551,0.022442721108965925,0.8636363636363636,0.44075580261520714,E,1
135,2,0.13674653174302326,0.021174586704788573,0.7868852459016393,7.308535072054821e-05,A,5
136,2,0.23893889379344294,0.06508074291297908,0.717948717948718,1.2764473485093378e-06,A,5
137,2,0.12468026654244153,0.009956729192949746,0.8382352941176471,1.3804858046021938e-05,A,5
138,2,0.7054662306875921,0.40261693409021077,0.875,0.9566958932419435,C,3
139,2,0.3557347850376209,0.09490183137576354,0.9375,0.7668262196984543,C,3
140,2,0.24378043426813167,0.0803188317518372,0.8571428571428571,0.5,C,3
141,2,0.2713810491646587,0.07312421265915975,0.9166666666666666,0.3286525465172701,C,3
142,2,0.2136093847368449,0.041584364548124045,0.7714285714285715,0.034445195666211154,C,3
143,3,0.1666080668011414,0.0,0.8,0.9320774368585718,E,1
144,3,0.19396158057447355,0.14324508088035579,0.8888888888888888,0.6713474534827301,A,5
145,3,0.11706304736151571,0.0,0.9166666666666666,0.3286525465172701,C,3
146,3,0.19095867177305043,0.0,0.8780487804878049,0.008476838365093591,E,1
147,3,0.052054506858003315,0.0,0.8372093023255814,0.005282311198628167,A,5
148,3,0.09989191572854089,0.01504793816656373,0.9,0.010731212465450798,C,3
149,3,0.0,0.0,1.0,0.9864230830562556,E,1
150,3,0.1931910793796213,0.01873047676636038,0.9583333333333334,0.3286525465172701,B,4
151,3,0.24175728306082023,0.11785753806504179,0.88,0.27840624539964376,A,5
152,3,0.15574724080931554,0.0,1.0,0.8066786301976913,A,5
153,3,0.2419859107777614,0.06014322297479554,0.6197183098591549,6.758100740815336e-06,A,5
154,3,0.2385583690674545,0.0546002777520891,0.9444444444444444,0.6713474534827301,B,4
155,3,0.311623566864179,0.0,0.8529411764705882,0.04330410675805652,C,3
